"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","translational initiation","GO:0006413","1.7203411018188352e-32","31.764385434516537","196","723","60","17847","RPS18,RPL27,RPS15A,RPS14,RPS3,RPL24,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,RPS24,RPL9,RPL3,RPL13A,RPL38,RPL18,RPL7A,RPL36,RPS8,PAIP2,RPL35,RPS25,RPS9,RPL31,RPL29,RPLP2,EIF3E,RPL8,RPLP0,RPL13,EIF3I,RPL28,RPL5,EIF4A2,POLR2G,RPL32,RPS15,RPL23A,RPL39,RPS19,RPL11,UBA52,RPS7,RPS3A,PPP1R15A,MCTS1"
"GO:BP","interspecies interaction between organisms","GO:0044419","1.636664102704402e-31","30.78604044295242","936","723","128","17847","IFIT1,RSAD2,RPS18,B2M,IFITM1,RPL27,RPS15A,RPS14,UBB,STAT1,CALM2,CDC42,RPS3,RPL24,HMGN2,OAS2,RPS12,DDX58,RPS13,PLSCR1,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,BST2,ISG15,RPS21,RPS11,RPL35A,RPL27A,RPL10A,RPL12,RPSA,AP1S2,RPS4X,RPS27A,OAS1,RPS24,RPL9,CDK1,IFITM3,PCNA,PSMB1,TCEB1,RPL3,RPL13A,LAMTOR5,CXCR4,VPS29,RPL38,RPL18,POLR2K,RPL7A,DYNLL1,APOBEC3B,RPL36,RPS8,TRIM21,SKP1,RPL35,RPS25,LGALS1,YWHAE,RPS9,RPL31,PSMA3,RPL29,RPLP2,RBX1,SNAPIN,CADM1,RPL8,RPLP0,RPL13,HSPA8,BUB1,MRE11A,PSMB3,RPL28,COPB1,CENPU,SP110,OAS3,PPIA,RPL5,NUP37,IFIT5,KPNA3,EIF4A2,POLR2G,RPL32,HACD3,RAB9A,CCNA2,PSMA4,RPS15,NEDD4,RPL23A,ITGB1,CHMP2B,AP1S1,HMGA2,RPL39,RPS19,CHMP5,RPL11,DERL1,TRIM23,RHOA,XRCC4,CTNNB1,UBA52,PSMB4,RPS7,CHMP2A,RPS3A,AP2S1,DHX58,TSG101,F2RL1,HDAC1,NUP54,BCAP31,MCTS1,PSMC3"
"GO:BP","protein targeting to membrane","GO:0006612","1.740843747254186e-28","27.759240208061666","195","723","56","17847","RPS18,RPL27,RPS15A,RPS14,RPS3,RPL24,ARL6IP1,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,RPS24,RPL9,RPL3,RPL13A,SRP9,RPL38,RPL18,RPL7A,RPL36,RPS8,RPL35,RPS25,RPS9,RPL31,RPL29,RPLP2,RPL8,RPLP0,RPL13,RPL28,RPL5,RPL32,RPS15,RPL23A,GOLGA7,RPL39,RPS19,RPL11,UBA52,RPS7,RPS3A"
"GO:BP","nuclear-transcribed mRNA catabolic process","GO:0000956","1.821920593384998e-28","27.739470555247888","211","723","58","17847","RPS18,RPL27,RPS15A,RPS14,RPS3,RPL24,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,RPS24,RPL9,RPL3,RPL13A,RPL38,RPL18,RPL7A,RPL36,RPS8,RPL35,RPS25,RPS9,RPL31,RPL29,RPLP2,EIF3E,RPL8,RPLP0,RPL13,RPL28,LSM3,RPL5,POLR2G,RPL32,RPS15,RPL23A,RPL39,RPS19,RPL11,LSM5,WDR61,UBA52,RPS7,RPS3A"
"GO:BP","mRNA catabolic process","GO:0006402","4.173887160249648e-27","26.379459296129056","371","723","74","17847","RPS18,RPL27,RPS15A,RPS14,UBB,RPS3,RPL24,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,PSME1,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,NUDT12,RPS24,RPL9,PSMB1,RPL3,RPL13A,RPL38,RPL18,RPL7A,RPL36,RPS8,RPL35,RPS25,RPS9,RPL31,PSMA3,RPL29,RPLP2,EIF3E,RPL8,PSMD10,RPLP0,RPL13,HSPA8,PSMB3,RPL28,LSM3,CARHSP1,RPL5,PSMA1,HNRNPC,POLR2G,RPL32,PSMA4,YWHAZ,RPS15,RPL23A,RPL39,RPS19,RPL11,LSM5,WDR61,UBA52,PSMB4,RPS7,RPS3A,PSMA5,PSMC3"
"GO:BP","RNA catabolic process","GO:0006401","4.366969850733039e-25","24.359819806408286","408","723","75","17847","RPS18,RPL27,RPS15A,RPS14,UBB,RPS3,RPL24,OAS2,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,PSME1,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,NUDT12,RPS24,RPL9,PSMB1,RPL3,RPL13A,RPL38,RPL18,RPL7A,RPL36,RPS8,RPL35,RPS25,RPS9,RPL31,PSMA3,RPL29,RPLP2,EIF3E,RPL8,PSMD10,RPLP0,RPL13,HSPA8,PSMB3,RPL28,LSM3,CARHSP1,RPL5,PSMA1,HNRNPC,POLR2G,RPL32,PSMA4,YWHAZ,RPS15,RPL23A,RPL39,RPS19,RPL11,LSM5,WDR61,UBA52,PSMB4,RPS7,RPS3A,PSMA5,PSMC3"
"GO:BP","establishment of protein localization to membrane","GO:0090150","4.2620621156225935e-23","22.370380225134358","330","723","65","17847","RPS18,RPL27,RPS15A,RPS14,RPS3,RPL24,ARL6IP1,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,PMAIP1,RPS24,RPL9,RPL3,RPL13A,SRP9,RPL38,RPL18,RPL7A,RPL36,RPS8,RPL35,RPS25,YWHAE,RPS9,RPL31,RPL29,RPLP2,LYPLA1,RPL8,RPLP0,RPL13,RPL28,ACSL3,RPL5,WRB,TOMM22,RPL32,YWHAZ,RPS15,RPL23A,RAB11A,GOLGA7,RPL39,RPS19,RPL11,NDUFA13,UBA52,RPS7,RPS3A"
"GO:BP","nucleobase-containing compound catabolic process","GO:0034655","2.868850649736771e-22","21.5422920602181","544","723","83","17847","RPS18,RPL27,RPS15A,RPS14,UBB,RPS3,RPL24,OAS2,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,PSME1,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,NUDT12,RPS24,RPL9,PSMB1,RPL3,RPL13A,CASP3,RPL38,RPL18,RPL7A,DUT,APOBEC3B,RPL36,RPS8,RPL35,RPS25,RPS9,RPL31,PSMA3,HMGB2,RPL29,RPLP2,EIF3E,AHCY,RPL8,PSMD10,RPLP0,RPL13,HSPA8,PSMB3,RPL28,LSM3,CARHSP1,DCTPP1,RPL5,PSMA1,HNRNPC,HINT1,POLR2G,RPL32,PSMA4,YWHAZ,RPS15,RPL23A,RPL39,RPS19,RPL11,LSM5,WDR61,UBA52,PSMB4,RPS7,RPS3A,PSMA5,ITPA,PSMC3"
"GO:BP","protein targeting","GO:0006605","3.196571538329133e-22","21.49531557173882","428","723","73","17847","RPS18,RPL27,SYNJ2BP,RPS15A,RPS14,UBB,RPS3,RPL24,ARL6IP1,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,RPL27A,RPL10A,RPL12,RPSA,SCP2,RPS4X,RPS27A,RPS24,RPL9,RPL3,RPL13A,SRP9,RPL38,RPL18,RPL7A,RPL36,RPS8,PEX2,RPL35,RPS25,YWHAE,RPS9,RPL31,GABARAP,RPL29,RPLP2,RPL8,RPLP0,RPL13,HSPA8,RPL28,RPL5,TOMM22,RPL32,YWHAZ,RPS15,NEDD4,RPL23A,IDH1,TOMM20,GOLGA7,RPL39,RPS19,RPL11,NDUFA13,CAT,PRKAA1,HMGCL,UBA52,RPS7,RPS3A,NUP54"
"GO:BP","cellular nitrogen compound catabolic process","GO:0044270","2.196955311382287e-20","19.658178777042835","592","723","84","17847","RPS18,RPL27,RPS15A,RPS14,UBB,RPS3,RPL24,OAS2,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,PSME1,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,NUDT12,RPS24,RPL9,PSMB1,RPL3,RPL13A,CASP3,RPL38,RPL18,RPL7A,DUT,APOBEC3B,RPL36,RPS8,RPL35,RPS25,RPS9,RPL31,PSMA3,HMGB2,RPL29,RPLP2,EIF3E,AHCY,RPL8,PSMD10,RPLP0,RPL13,HSPA8,PSMB3,RPL28,LSM3,CARHSP1,DCTPP1,RPL5,PSMA1,HNRNPC,HINT1,POLR2G,RPL32,PSMA4,YWHAZ,RPS15,RPL23A,RPL39,RPS19,RPL11,LSM5,ACADL,WDR61,UBA52,PSMB4,RPS7,RPS3A,PSMA5,ITPA,PSMC3"
"GO:BP","heterocycle catabolic process","GO:0046700","8.438497876857172e-20","19.073734854541613","591","723","83","17847","RPS18,RPL27,RPS15A,RPS14,UBB,RPS3,RPL24,OAS2,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,PSME1,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,NUDT12,RPS24,RPL9,PSMB1,RPL3,RPL13A,CASP3,RPL38,RPL18,RPL7A,DUT,APOBEC3B,RPL36,RPS8,RPL35,RPS25,RPS9,RPL31,PSMA3,HMGB2,RPL29,RPLP2,EIF3E,AHCY,RPL8,PSMD10,RPLP0,RPL13,HSPA8,PSMB3,RPL28,LSM3,CARHSP1,DCTPP1,RPL5,PSMA1,HNRNPC,HINT1,POLR2G,RPL32,PSMA4,YWHAZ,RPS15,RPL23A,RPL39,RPS19,RPL11,LSM5,WDR61,UBA52,PSMB4,RPS7,RPS3A,PSMA5,ITPA,PSMC3"
"GO:BP","establishment of protein localization to organelle","GO:0072594","3.3921489319767655e-19","18.469525088338738","565","723","80","17847","RPS18,RPL27,RPS15A,RPS14,UBB,RPS3,RPL24,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,RPL27A,RPL10A,RPL12,RPSA,SCP2,RPS4X,RPS27A,PMAIP1,RPS24,RPL9,RPL3,RPL13A,SRP9,RPL38,RPL18,RPL7A,CCT4,RPL36,RPS8,PEX2,RPL35,RPS25,YWHAE,RPS9,RPL31,RPL29,RPLP2,RPL8,RPLP0,RPL13,HSPA8,RPL28,TERF1,RPL5,KPNA3,TXNIP,TOMM22,RPL32,YWHAZ,RPS15,NEDD4,RPL23A,RAB11A,IDH1,TOMM20,CCT8,PKIA,RPL39,RPS19,RPL11,NDUFA13,CAT,PHB2,NXT2,PRKAA1,HMGCL,UBA52,RPS7,RPS3A,TSG101,NUP54"
"GO:BP","aromatic compound catabolic process","GO:0019439","5.050797245447264e-19","18.29664006505542","607","723","83","17847","RPS18,RPL27,RPS15A,RPS14,UBB,RPS3,RPL24,OAS2,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,PSME1,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,NUDT12,RPS24,RPL9,PSMB1,RPL3,RPL13A,CASP3,RPL38,RPL18,RPL7A,DUT,APOBEC3B,RPL36,RPS8,RPL35,RPS25,RPS9,RPL31,PSMA3,HMGB2,RPL29,RPLP2,EIF3E,AHCY,RPL8,PSMD10,RPLP0,RPL13,HSPA8,PSMB3,RPL28,LSM3,CARHSP1,DCTPP1,RPL5,PSMA1,HNRNPC,HINT1,POLR2G,RPL32,PSMA4,YWHAZ,RPS15,RPL23A,RPL39,RPS19,RPL11,LSM5,WDR61,UBA52,PSMB4,RPS7,RPS3A,PSMA5,ITPA,PSMC3"
"GO:BP","organic cyclic compound catabolic process","GO:1901361","3.4043229380070776e-18","17.467969248956983","638","723","84","17847","RPS18,RPL27,RPS15A,RPS14,UBB,RPS3,RPL24,OAS2,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,RPS21,RPS11,RPL35A,PSME1,RPL27A,RPL10A,RPL12,RPSA,RPS4X,RPS27A,NUDT12,RPS24,RPL9,PSMB1,RPL3,RPL13A,CASP3,RPL38,RPL18,RPL7A,DUT,APOBEC3B,RPL36,RPS8,RPL35,RPS25,RPS9,RPL31,PSMA3,HMGB2,RPL29,RPLP2,HSD17B11,EIF3E,AHCY,RPL8,PSMD10,RPLP0,RPL13,HSPA8,PSMB3,RPL28,LSM3,CARHSP1,DCTPP1,RPL5,PSMA1,HNRNPC,HINT1,POLR2G,RPL32,PSMA4,YWHAZ,RPS15,RPL23A,RPL39,RPS19,RPL11,LSM5,WDR61,UBA52,PSMB4,RPS7,RPS3A,PSMA5,ITPA,PSMC3"
"GO:BP","protein localization to organelle","GO:0033365","1.3143716635332049e-17","16.881281812403046","949","723","105","17847","ESR1,RPS18,GNL3L,RPL27,RPS15A,RPS14,UBB,RPS3,RPL24,RPS12,RPS13,RPS5,RPL26,RPS6,RPS20,RPS16,RPL30,RPL37A,TXN,RPS21,RPS11,RPL35A,RPL27A,RPL10A,RPL12,RPSA,SCP2,RPS4X,RPS27A,PMAIP1,RPS24,TTK,RPL9,CDK1,RPL3,RPL13A,LAMTOR5,SRP9,RPL38,RPL18,RPL7A,CCT4,RPL36,RPS8,CENPQ,PEX2,ATP6V1D,SKP1,RPL35,RPS25,YWHAE,RPS9,RPL31,RPL29,RPLP2,RPL8,RPLP0,RPL13,HSPA8,RPL28,AURKA,TERF1,RPL5,ANLN,KPNA3,WRB,TXNIP,TOMM22,BUB3,RPL32,BCAP29,NDC80,YWHAZ,RPS15,ARL1,NEDD4,RPL23A,RAB11A,IDH1,TOMM20,CPE,CCT8,PKIA,RPL39,PAQR3,RPS19,RPL11,NDUFA13,CAT,PHB2,NXT2,CRIPT,LAMTOR4,BBIP1,INSIG1,PRKAA1,HMGCL,UBA52,RPS7,RPS3A,TSG101,PPP1R15A,PARK7,NUP54,BCAP31"
"GO:BP","cellular catabolic process","GO:0044248","2.8797704426069476e-17","16.540642130116648","2287","723","184","17847","RPS18,RPL27,RPS15A,RPS14,UBB,GSTO1,RPS3,RPL24,EEF1A1,OAS2,RPS12,RPS13,RPS5,RPL26,NDFIP1,HMMR,RPS6,RPS20,RPS16,RPL30,RPL37A,ISG15,RPS21,RPS11,RPL35A,PSME1,MME,NDFIP2,RPL27A,RPL10A,RPL12,RPSA,SCP2,RPS4X,PCNP,RPS27A,NUDT12,UBE2E1,PMAIP1,RPS24,RNF13,LAMTOR1,RPL9,CDK1,TMEM59,PSMB1,ESD,TCEB1,RPL3,RPL13A,CASP3,OAT,ZMPSTE24,LAMTOR5,ATP6V0E1,RPL38,RPL18,RPL7A,PRDX3,PBK,DYNLL1,DUT,APOBEC3B,RPL36,HEXA,RPS8,TRIM21,PEX2,SVIP,ATP6V1D,SKP1,RPL35,RPS25,RPS9,RPL31,ATP6V1E1,GABARAP,PSMA3,HMGB2,JKAMP,RPL29,RPLP2,EIF3E,AHCY,MAD2L1,RBX1,SNAPIN,RPL8,PSMD10,ATP6V1G1,RPLP0,RPL13,HSPA8,EPHA4,UBE2L6,SCOC,NEU1,PSMB3,RPL28,MARCH7,LSM3,CARHSP1,AURKA,DCTPP1,RPL5,PRKAG1,PSMA1,CRYZ,LEPR,HNRNPC,GSTM3,ATRAID,CCNB1,HINT1,CRYL1,TOMM22,BUB3,POLR2G,ETFA,RPL32,RNF103,PPP1CB,PSMA4,USP33,HPSE,YWHAZ,RPS15,NEDD4,RPL23A,TIGAR,IDH1,PNPLA4,ENPP2,VPS33A,TOMM20,COPS3,CHMP2B,ADAM9,PRDX4,RPL39,NEDD8,ASAH1,ADH5,ATP6V0B,ANXA7,RPS19,SULT1A1,RPL11,DERL1,LSM5,CAT,ATP6V1G2,CLTA,CTSL,ACADL,GM2A,LAMTOR4,TOM1L1,WDR61,GNPDA1,FUCA1,CTNNB1,PRKAA1,HMGCL,UBA52,PSMB4,FUNDC2,VMP1,RPS7,GABARAPL1,CHMP2A,CPT1A,RPS3A,AP2S1,PSMA5,TSG101,CTSH,PARK7,FBXO33,SNX14,BCAP31,ITPA,PSMC3,PGD"
"GO:BP","establishment of protein localization","GO:0045184","3.394487999859386e-17","16.469225722297903","2199","723","179","17847","IFIT1,RSAD2,RPS18,RPL27,SYNJ2BP,RPS15A,SNX18,RPS14,UBB,CDC42,RPS3,RPL24,ARL6IP1,RPS12,DDX58,RPS13,ANXA1,RPS5,RPL26,NDFIP1,RPS6,RPS20,RPS16,RPL30,RPL37A,ISG15,TXN,RPS21,RPS11,RP2,RPL35A,NDFIP2,RPL27A,RPL10A,RPL12,RPSA,SCP2,AP1S2,RPS4X,RPS27A,PMAIP1,CD63,RPS24,RPL9,STX8,CNIH4,RPL3,MPC2,RPL13A,SRP9,VPS29,ATP6V0E1,CMTM6,RPL38,RPL18,RPL7A,CCT4,CETN3,ABCG1,DYNLL1,RPL36,ANXA4,RPS8,LIN7C,PEX2,SVIP,ATP6V1D,RAB2B,RPL35,RPS25,NOV,YWHAE,RPS9,RPL31,ATP6V1E1,GABARAP,RPL29,RPLP2,LYPLA1,GDI2,MDK,PHLDB2,SNAPIN,GOLT1B,CADM1,RPL8,BTF3,ATP6V1G1,RPLP0,RPL13,HSPA8,ANKRD1,S100A13,RPL28,ARRDC4,COPB1,ACSL3,TERF1,GUK1,ATP6V1F,PPIA,RPL5,BIRC5,NUP37,YIPF5,KPNA3,PDCD6,WRB,TXNIP,C17ORF75,MTX2,TOMM22,ENY2,RPL32,RAB9A,BCAP29,YWHAZ,LMAN2L,RPS15,ARL1,NEDD4,RPL23A,DPH3,RAB11A,IDH1,EXOC5,VPS33A,TOMM20,CHMP2B,ADAM9,CCT8,AP1S1,PKIA,GOLGA7,RPL39,ERP29,UNC50,ATP6V0B,RPS19,CHMP5,RPL11,DERL1,SFT2D1,NDUFA13,MIF,CAT,ATP6V1G2,PAM,TRIM23,TMED7,PHB2,CLTA,NXT2,SELENBP1,CRIPT,HSPB11,BBIP1,TOM1L1,INSIG1,PRKAA1,HMGCL,UBA52,RPS7,CHMP2A,CPT1A,RPS3A,RAB28,FYTTD1,GPM6B,AP2S1,TSG101,F2RL1,SOX4,CTDSPL2,PARK7,NUP54,EPHA5,SNX14,BCAP31"
